Matthew 1:1,2.657141495987716,0.7153063190341125,0.9633229695186238,0.8988595918235616
Matthew 1:2,1.9288374453120953,0.5062163923408509,0.6744089636537763,0.8664136526588113
Matthew 1:3,1.7075925376403343,0.4280862265661454,0.7461811435364542,0.6093145408865005
Matthew 1:4,2.0825072378925626,0,0,0.988622039998913
Matthew 1:5,1.4550902379835096,0.4531195831970223,0.7149900522691751,0.4706687019263748
Matthew 1:6,1.6239387474788434,0.4490132240489212,0.43698992456704894,0.9139546158925104
Matthew 1:7,1.4357487640065119,0.5685581594405165,0,0.7447704181125269
Matthew 1:8,1.3286786906731989,0.3803943755891588,0.5915454433929351,0.5564989005715127
Matthew 1:9,1.742556111264705,0,0,0.8449622661586683
Matthew 1:10,1.470608158792042,0,0,0.7089882899223369
Matthew 1:11,1.254425481080128,0.4947612439841818,0.17101161160339148,0.35802211966000375
Matthew 1:12,1.3968415565458998,0.4624933216959827,0.3351004067190196,0.5538965226906598
Matthew 1:13,1.3774824310914737,0.46508175016567344,0.304433386400342,0.7072826383977697
Matthew 1:14,0.3567825775397451,0,0,0.15207549929618835
Matthew 1:15,0.29634147470718936,0,0,0.12185494787991047
Matthew 1:16,1.8047434212446682,0.5881785480058294,0.8465426397283271,0.6934514455230198
Matthew 1:17,1.3920596371984597,0.3252639930242417,0.3800789977242981,0.5454920949687947
Matthew 1:18,2.095433563299502,0.5012740034189845,0.5937293539752677,0.7529147085331227
Matthew 1:19,2.2953254416630826,0.6134149285628427,0.6601400332210197,0.7254514728586802
Matthew 1:20,1.6414060815784648,0.4546647712980156,0.3474399053879,0.49692306743396886
Matthew 1:21,2.174859038533361,0.6246445095047231,0.6047143097126784,0.7570044413447685
Matthew 1:22,2.2449046714047065,0.6066642834054593,0.6506151857669766,0.7713855293058933
Matthew 1:23,2.128701855183479,0.5656321426310524,0.5559062011143495,0.5773967354285806
Matthew 1:24,1.9002485833633025,0.48334662162245584,0.4392416420985212,0.5301173378676036
Matthew 1:25,2.078750870513135,0.5954305585615679,0.7213465939286413,0.48095195852373523
